,index,date,qty,action_type,order_balance,order_id,product_id,product_name,manufacturer,product_group_code,product_group_name,model_name
288,195,2020-07-14,0,empty,0,,,,,,,
289,196,2020-07-15,0,empty,0,,,,,,,
290,2093,2020-07-15,6,order,6,8883ff86a5e083bb7d30b3ab049cf0e2,143.0,Разбрасыватель KUHN 8114,KUHN,TL,Прицепное оборудование,TL-8114
291,2094,2020-07-15,7,order,7,0e1c10762d9ee2abcfc994368f35e42f,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
292,197,2020-07-16,0,empty,0,,,,,,,
293,198,2020-07-17,0,empty,0,,,,,,,
294,199,2020-07-18,0,empty,0,,,,,,,
295,200,2020-07-19,0,empty,0,,,,,,,
296,201,2020-07-20,0,empty,0,,,,,,,
297,202,2020-07-21,0,empty,0,,,,,,,
298,2096,2020-07-22,7,order,7,2604c330b6b3503607f836c05b3d912c,75.0,Почвообрабатывающая техника John Deere 2330,John Deere,TL,Прицепное оборудование,TL-2330
299,2097,2020-07-22,7,order,7,0ab828eff13499a5c5d21fbbfa0f8b42,92.0,погрузчик JCB JCB 541-70,JCB,LDR,Погрузчики,LDR-JCB 541-70
300,203,2020-07-22,0,empty,0,,,,,,,
301,2095,2020-07-22,10,order,10,a875482151ccef48d883d426ace16c4b,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500
302,204,2020-07-23,0,empty,0,,,,,,,
303,205,2020-07-24,0,empty,0,,,,,,,
304,206,2020-07-25,0,empty,0,,,,,,,
305,207,2020-07-26,0,empty,0,,,,,,,
306,208,2020-07-27,0,empty,0,,,,,,,
307,209,2020-07-28,0,empty,0,,,,,,,
308,2100,2020-07-29,8,order,8,dc444249451140e917b055896e937905,30.0,Косилки-плющилки John Deere 830,John Deere,TL,Прицепное оборудование,TL-830
309,2099,2020-07-29,5,order,5,b423b647d3f62a7a85fb3ddbddc6037f,121.0,Опрыскиватель KUHN 	OCEANIS 6500-7700,KUHN,SPR,Опрыскиватели,SPR-	OCEANIS 6500-7700
310,2098,2020-07-29,6,order,6,db0832355f0eb3f0add295e2e2225bcc,61.0,Сеялки точного высева John Deere DB55 (междурядье 70),John Deere,TL,Прицепное оборудование,TL-DB55 (междурядье 70)
311,210,2020-07-29,0,empty,0,,,,,,,
312,211,2020-07-30,0,empty,0,,,,,,,
313,212,2020-07-31,0,empty,0,,,,,,,
314,213,2020-08-01,0,empty,0,,,,,,,
315,214,2020-08-02,0,empty,0,,,,,,,
316,215,2020-08-03,0,empty,0,,,,,,,
317,216,2020-08-04,0,empty,0,,,,,,,
318,2104,2020-08-05,3,order,3,e4e9bb271743ee959a1b8cac9316ed5c,84.0,Разбрасыватель удобрений John Deere DN485,John Deere,TL,Прицепное оборудование,TL-DN485
319,2103,2020-08-05,9,order,9,26792eec2cdf52f5ab31cf9473a2b34c,187.0,Трактор John Deere 8270R [270hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8270R [270hp]
320,2102,2020-08-05,10,order,10,3e09b473206d840f0801700238e2f96d,87.0,Самоходная косилка John Deere W260,John Deere,TL,Прицепное оборудование,TL-W260
321,2101,2020-08-05,4,order,4,783da17f46df32225552b61c8242d74e,159.0,Трактор John Deere 9470R [470hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9470R [470hp]
322,217,2020-08-05,0,empty,0,,,,,,,
323,218,2020-08-06,0,empty,0,,,,,,,
324,219,2020-08-07,0,empty,0,,,,,,,
325,220,2020-08-08,0,empty,0,,,,,,,
326,221,2020-08-09,0,empty,0,,,,,,,
327,222,2020-08-10,0,empty,0,,,,,,,
328,223,2020-08-11,0,empty,0,,,,,,,
329,224,2020-08-12,0,empty,0,,,,,,,
330,2105,2020-08-12,1,order,1,900dc39ac57164c5419bc61999a8271e,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см)
331,225,2020-08-13,0,empty,0,,,,,,,
332,226,2020-08-14,0,empty,0,,,,,,,
333,227,2020-08-15,0,empty,0,,,,,,,
334,228,2020-08-16,0,empty,0,,,,,,,
335,229,2020-08-17,0,empty,0,,,,,,,
336,230,2020-08-18,0,empty,0,,,,,,,
337,2107,2020-08-19,2,order,2,bbc6b84184d504d6d91336b4ae3bc924,154.0,Трактор John Deere 9330 [388hp] (Tractor 4WD; CCH),John Deere,TR,Тракторы,TR-9330 [388hp]
338,2106,2020-08-19,7,order,7,8eddbbfac302b1abbb8d335295ca0df1,162.0,Трактор John Deere 9530 [491hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9530 [491hp]
339,231,2020-08-19,0,empty,0,,,,,,,
340,232,2020-08-20,0,empty,0,,,,,,,
341,233,2020-08-21,0,empty,0,,,,,,,
342,234,2020-08-22,0,empty,0,,,,,,,
343,235,2020-08-23,0,empty,0,,,,,,,
344,236,2020-08-24,0,empty,0,,,,,,,
345,237,2020-08-25,0,empty,0,,,,,,,
346,2109,2020-08-26,7,order,7,cbc19678df06586d70546d2850841435,181.0,Трактор John Deere 6195M [195hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6195M [195hp]
347,238,2020-08-26,0,empty,0,,,,,,,
348,2110,2020-08-26,6,order,6,6edbf616448221a642f8d11bfbc19888,202.0,Трактор John Deere 8370RT [370hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8370RT [370hp]
349,2108,2020-08-26,1,order,1,9cb810b12a190d7d7f642c270660c251,48.0,Пневматическая сеялка John Deere N500F ,John Deere,TL,Прицепное оборудование,TL-N500F 
350,239,2020-08-27,0,empty,0,,,,,,,
351,240,2020-08-28,0,empty,0,,,,,,,
352,241,2020-08-29,0,empty,0,,,,,,,
353,242,2020-08-30,0,empty,0,,,,,,,
354,243,2020-08-31,0,empty,0,,,,,,,
355,244,2020-09-01,0,empty,0,,,,,,,
356,2111,2020-09-02,1,order,1,7c669eadf790acdf49721078510e6611,32.0,Косилки-плющилки John Deere 956,John Deere,TL,Прицепное оборудование,TL-956
357,2112,2020-09-02,2,order,2,4c6d1298c011a202b73555af41216184,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040
358,245,2020-09-02,0,empty,0,,,,,,,
359,246,2020-09-03,0,empty,0,,,,,,,
360,247,2020-09-04,0,empty,0,,,,,,,
361,248,2020-09-05,0,empty,0,,,,,,,
362,249,2020-09-06,0,empty,0,,,,,,,
363,250,2020-09-07,0,empty,0,,,,,,,
364,251,2020-09-08,0,empty,0,,,,,,,
365,252,2020-09-09,0,empty,0,,,,,,,
366,2113,2020-09-09,1,order,1,107ce5b356b7b51537dcdf51ea8b376d,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755
367,2114,2020-09-09,7,order,7,cfd531e4233c82f89b519d92f517a35c,87.0,Самоходная косилка John Deere W260,John Deere,TL,Прицепное оборудование,TL-W260
368,253,2020-09-10,0,empty,0,,,,,,,
369,254,2020-09-11,0,empty,0,,,,,,,
370,255,2020-09-12,0,empty,0,,,,,,,
371,256,2020-09-13,0,empty,0,,,,,,,
372,257,2020-09-14,0,empty,0,,,,,,,
373,258,2020-09-15,0,empty,0,,,,,,,
374,2118,2020-09-16,9,order,9,f939ba57f4394d35d3b11542c08b8dd8,9.0,Прицепные опрыскиватели John Deere M724,John Deere,SPR,Опрыскиватели,SPR-M724
375,2117,2020-09-16,2,order,2,f07b747d1bad5569bcea838204c80406,172.0,Трактор John Deere 6110B [110hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6110B [110hp]
376,2116,2020-09-16,6,order,6,40ce734cc62db8a042da31956ec9d332,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F
377,2115,2020-09-16,1,order,1,c73a51163da798f4e13ea5a460c5651b,149.0,Разбрасыватель KUHN 	PS 150,KUHN,TL,Прицепное оборудование,TL-	PS 150
378,259,2020-09-16,0,empty,0,,,,,,,
379,260,2020-09-17,0,empty,0,,,,,,,
380,261,2020-09-18,0,empty,0,,,,,,,
381,262,2020-09-19,0,empty,0,,,,,,,
382,263,2020-09-20,0,empty,0,,,,,,,
383,264,2020-09-21,0,empty,0,,,,,,,
384,265,2020-09-22,0,empty,0,,,,,,,
385,2123,2020-09-23,4,order,4,1da4c641e3695cb7fdc2a0b17b9755b6,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135
386,266,2020-09-23,0,empty,0,,,,,,,
387,2119,2020-09-23,3,order,3,d0d4967055879adadfdd4b1450119c89,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp]
388,2122,2020-09-23,1,order,1,4c388d811ad57ca34072aa89dde9b1e7,4.0,Самоходный опрыскиватель John Deere 4730,John Deere,SPR,Опрыскиватели,SPR-4730
389,2121,2020-09-23,8,order,8,9b03e6da83d98b1a29b4ccc11535dfbe,95.0,погрузчик JCB JCB 527-58 AGRI,JCB,LDR,Погрузчики,LDR-JCB 527-58 AGRI
390,2120,2020-09-23,5,order,5,b93256fda7afd225876a8081f134bb72,45.0,Пневматическая сеялка John Deere 1830,John Deere,TL,Прицепное оборудование,TL-1830
391,267,2020-09-24,0,empty,0,,,,,,,
392,268,2020-09-25,0,empty,0,,,,,,,
393,269,2020-09-26,0,empty,0,,,,,,,
394,270,2020-09-27,0,empty,0,,,,,,,
395,271,2020-09-28,0,empty,0,,,,,,,
396,272,2020-09-29,0,empty,0,,,,,,,
397,273,2020-09-30,0,empty,0,,,,,,,
398,2128,2020-09-30,4,order,4,987f0e19d31d78f98b9fd7b6071c9e69,54.0,Сеялки точного высева John Deere 1745,John Deere,TL,Прицепное оборудование,TL-1745
399,2127,2020-09-30,3,order,3,4d0ddfd59f70e761d60a88e96d7b4400,186.0,Трактор John Deere 8245R [245hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-8245R [245hp]
400,2126,2020-09-30,5,order,5,d5a5a649bd69616eb20c72c2664e42a9,3.0,Самоходный опрыскиватель John Deere 4630,John Deere,SPR,Опрыскиватели,SPR-4630
401,2125,2020-09-30,2,order,2,0556f11e350a115be3dcf51d2e168e1d,77.0,Почвообрабатывающая техника John Deere 2633,John Deere,TL,Прицепное оборудование,TL-2633
402,2124,2020-09-30,6,order,6,88be88e604b18c7b56a64b2cefa55cde,30.0,Косилки-плющилки John Deere 830,John Deere,TL,Прицепное оборудование,TL-830
403,274,2020-10-01,0,empty,0,,,,,,,
404,275,2020-10-02,0,empty,0,,,,,,,
405,276,2020-10-03,0,empty,0,,,,,,,
406,277,2020-10-04,0,empty,0,,,,,,,
407,278,2020-10-05,0,empty,0,,,,,,,
408,279,2020-10-06,0,empty,0,,,,,,,
409,2129,2020-10-07,7,order,7,6208883ed89aad64d60bb042baaf3541,91.0,погрузчик JCB JCB 155,JCB,LDR,Погрузчики,LDR-JCB 155
410,2130,2020-10-07,5,order,5,64d3efae88db5c62c77333a4c6fe3d20,183.0,Трактор John Deere 7730 [190hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7730 [190hp]
411,280,2020-10-07,0,empty,0,,,,,,,
412,281,2020-10-08,0,empty,0,,,,,,,
413,282,2020-10-09,0,empty,0,,,,,,,
414,283,2020-10-10,0,empty,0,,,,,,,
415,284,2020-10-11,0,empty,0,,,,,,,
416,285,2020-10-12,0,empty,0,,,,,,,
417,286,2020-10-13,0,empty,0,,,,,,,
418,287,2020-10-14,0,empty,0,,,,,,,
419,2133,2020-10-14,8,order,8,f2485db37aca459fdd997b6135db30f8,120.0,Опрыскиватель KUHN 	OCEANIS 4500-5600,KUHN,SPR,Опрыскиватели,SPR-	OCEANIS 4500-5600
420,2132,2020-10-14,9,order,9,c4c4bac11e209717f17ddc7cd4a494ad,138.0,Пресс-подборщик KUHN VB 2265,KUHN,TL,Прицепное оборудование,TL-VB 2265
421,2135,2020-10-14,10,order,10,6858f02a6509d005f99fc36ea402d626,220.0,Зерноуборочный комбайн John Deere S760 [325hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S760 [325hp]
422,2134,2020-10-14,10,order,10,04106eb33370b48d2a77c64393a0ba7c,62.0,Сеялки точного высева John Deere DB74 (междурядье 70),John Deere,TL,Прицепное оборудование,TL-DB74 (междурядье 70)
423,2131,2020-10-14,5,order,5,6e7d1c7bf0b97123a2745d2fd2de5122,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500
424,288,2020-10-15,0,empty,0,,,,,,,
425,289,2020-10-16,0,empty,0,,,,,,,
426,290,2020-10-17,0,empty,0,,,,,,,
427,291,2020-10-18,0,empty,0,,,,,,,
428,292,2020-10-19,0,empty,0,,,,,,,
429,293,2020-10-20,0,empty,0,,,,,,,
430,2137,2020-10-21,4,order,4,9d3233c6bba5f619a9fb2466d965636b,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633
431,294,2020-10-21,0,empty,0,,,,,,,
432,2136,2020-10-21,3,order,3,1a0aa28d5820a5aef28fd905e64c1bba,164.0,Трактор John Deere 9560T [560hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9560T [560hp]
433,295,2020-10-22,0,empty,0,,,,,,,
434,296,2020-10-23,0,empty,0,,,,,,,
435,297,2020-10-24,0,empty,0,,,,,,,
436,298,2020-10-25,0,empty,0,,,,,,,
437,299,2020-10-26,0,empty,0,,,,,,,
438,300,2020-10-27,0,empty,0,,,,,,,
439,301,2020-10-28,0,empty,0,,,,,,,
440,2138,2020-10-28,10,order,10,3028d91c29631572986b887c758bb450,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q
441,302,2020-10-29,0,empty,0,,,,,,,
442,303,2020-10-30,0,empty,0,,,,,,,
443,304,2020-10-31,0,empty,0,,,,,,,
444,305,2020-11-01,0,empty,0,,,,,,,
445,306,2020-11-02,0,empty,0,,,,,,,
446,307,2020-11-03,0,empty,0,,,,,,,
447,308,2020-11-04,0,empty,0,,,,,,,
448,2139,2020-11-04,7,order,7,63f87a0eda55490537e57de5cc0c464c,49.0,Пневматическая сеялка John Deere 1910,John Deere,TL,Прицепное оборудование,TL-1910
449,2140,2020-11-04,9,order,9,f24d66b1927379fcac6643f4a40261ee,31.0,Косилки-плющилки John Deere 835,John Deere,TL,Прицепное оборудование,TL-835
450,2141,2020-11-04,9,order,9,b3353666704bdab7c97bb9cdf8b7511b,153.0,Разбрасыватель KUHN 	PSC 181,KUHN,TL,Прицепное оборудование,TL-	PSC 181
451,309,2020-11-05,0,empty,0,,,,,,,
452,310,2020-11-06,0,empty,0,,,,,,,
453,311,2020-11-07,0,empty,0,,,,,,,
454,312,2020-11-08,0,empty,0,,,,,,,
455,313,2020-11-09,0,empty,0,,,,,,,
456,314,2020-11-10,0,empty,0,,,,,,,
457,2142,2020-11-11,2,order,2,335545699cbf4f2392c771bf15255014,102.0,Борона KUHN TDH 8210-31,KUHN,TL,Прицепное оборудование,TL-TDH 8210-31
458,2143,2020-11-11,3,order,3,f46c0014b0e774bed8c260783f85d92e,177.0,Трактор John Deere 6150M [150hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6150M [150hp]
459,2144,2020-11-11,9,order,9,32c06ac821adf6ffe5fda0c1fd9c1e25,75.0,Почвообрабатывающая техника John Deere 2330,John Deere,TL,Прицепное оборудование,TL-2330
460,2145,2020-11-11,1,order,1,0a2fefb4f6f9703390ecdea9ecc5b06f,176.0,Трактор John Deere 6140M [140hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6140M [140hp]
461,2146,2020-11-11,2,order,2,3c888627265853b608764dbd7780c643,50.0,Зерновые сеялки John Deere 455,John Deere,TL,Прицепное оборудование,TL-455
462,315,2020-11-11,0,empty,0,,,,,,,
463,316,2020-11-12,0,empty,0,,,,,,,
464,317,2020-11-13,0,empty,0,,,,,,,
465,318,2020-11-14,0,empty,0,,,,,,,
466,319,2020-11-15,0,empty,0,,,,,,,
467,320,2020-11-16,0,empty,0,,,,,,,
468,321,2020-11-17,0,empty,0,,,,,,,
469,322,2020-11-18,0,empty,0,,,,,,,
470,2149,2020-11-18,1,order,1,8e08dbe833aabbae45cfe078f94c04f5,89.0,Трактор JCB Fastrac 8290,JCB,TR,Тракторы,TR-Fastrac 8290
471,2148,2020-11-18,10,order,10,6bf2cb08140c63761125389503ca805d,219.0,Зерноуборочный комбайн John Deere S690 [551hp] (Combine rotary; Class IX),John Deere,HARV,Зерноуборочные комбайны,HARV-S690 [551hp]
472,2147,2020-11-18,6,order,6,b64e1cbf7a0bc0a8bfbf1322ff50bc22,121.0,Опрыскиватель KUHN 	OCEANIS 6500-7700,KUHN,SPR,Опрыскиватели,SPR-	OCEANIS 6500-7700
473,323,2020-11-19,0,empty,0,,,,,,,
474,324,2020-11-20,0,empty,0,,,,,,,
475,325,2020-11-21,0,empty,0,,,,,,,
476,326,2020-11-22,0,empty,0,,,,,,,
477,327,2020-11-23,0,empty,0,,,,,,,
478,328,2020-11-24,0,empty,0,,,,,,,
479,329,2020-11-25,0,empty,0,,,,,,,
480,2150,2020-11-25,3,order,3,c35ebcef546843f0b0465857e6473c8c,119.0,Опрыскиватель KUHN 	METRIS 3202-4102,KUHN,SPR,Опрыскиватели,SPR-	METRIS 3202-4102
481,2151,2020-11-25,3,order,3,6a4efceeb0602db762afc4208432706d,77.0,Почвообрабатывающая техника John Deere 2633,John Deere,TL,Прицепное оборудование,TL-2633
482,2152,2020-11-25,10,order,10,ca4f30e6b2467f3434837c39a9ce3f3e,139.0,Пресс-подборщик KUHN 	VB 2285,KUHN,TL,Прицепное оборудование,TL-	VB 2285
483,330,2020-11-26,0,empty,0,,,,,,,
484,331,2020-11-27,0,empty,0,,,,,,,
485,332,2020-11-28,0,empty,0,,,,,,,
486,333,2020-11-29,0,empty,0,,,,,,,
487,334,2020-11-30,0,empty,0,,,,,,,
488,335,2020-12-01,0,empty,0,,,,,,,
489,2153,2020-12-02,10,order,10,425b85495fd9bbd07cbf638736808c5c,34.0,Косилки-плющилки John Deere R950R,John Deere,TL,Прицепное оборудование,TL-R950R
490,336,2020-12-02,0,empty,0,,,,,,,
491,337,2020-12-03,0,empty,0,,,,,,,
492,338,2020-12-04,0,empty,0,,,,,,,
493,339,2020-12-05,0,empty,0,,,,,,,
494,340,2020-12-06,0,empty,0,,,,,,,
495,341,2020-12-07,0,empty,0,,,,,,,
496,342,2020-12-08,0,empty,0,,,,,,,
497,2158,2020-12-09,6,order,6,04e2901dc71e0759f8802de67ecf5823,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500
498,2155,2020-12-09,8,order,8,c8eead12ba12f999b75429b98e4aef64,21.0,Пресс-подборщик John Deere F450E,John Deere,TL,Прицепное оборудование,TL-F450E
499,2154,2020-12-09,3,order,3,26c59fd0563cd265c5ded51c6d6a4fc6,198.0,Трактор John Deere 8310RT [310hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8310RT [310hp]
500,2157,2020-12-09,8,order,8,00269fa100709143f7d2a48520ce165b,72.0,Почвообрабатывающая техника John Deere 2210,John Deere,TL,Прицепное оборудование,TL-2210
501,2156,2020-12-09,9,order,9,911099bf60b755aeffb5ba41bb7437e5,56.0,Сеялки точного высева John Deere 1775,John Deere,TL,Прицепное оборудование,TL-1775
502,343,2020-12-09,0,empty,0,,,,,,,
503,344,2020-12-10,0,empty,0,,,,,,,
504,345,2020-12-11,0,empty,0,,,,,,,
505,346,2020-12-12,0,empty,0,,,,,,,
506,347,2020-12-13,0,empty,0,,,,,,,
507,348,2020-12-14,0,empty,0,,,,,,,
508,349,2020-12-15,0,empty,0,,,,,,,
509,2159,2020-12-16,5,order,5,7eca5978ec05530a7407ece36db6b60f,216.0,Зерноуборочный комбайн John Deere S660 [343hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S660 [343hp]
510,350,2020-12-16,0,empty,0,,,,,,,
511,351,2020-12-17,0,empty,0,,,,,,,
512,352,2020-12-18,0,empty,0,,,,,,,
513,353,2020-12-19,0,empty,0,,,,,,,
514,354,2020-12-20,0,empty,0,,,,,,,
515,355,2020-12-21,0,empty,0,,,,,,,
516,356,2020-12-22,0,empty,0,,,,,,,
517,2161,2020-12-23,6,order,6,a335b7d7cc20d0610c4e8e5bb54eb04f,91.0,погрузчик JCB JCB 155,JCB,LDR,Погрузчики,LDR-JCB 155
518,2162,2020-12-23,6,order,6,80bb9a7843576c365ba0eaeebdaa4310,112.0,Культиватор KUHN PERFORMER 5000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 5000
519,2163,2020-12-23,3,order,3,b4beabbe57714ae4b5e94f0c9e74939c,221.0,Зерноуборочный комбайн John Deere S770 [378hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S770 [378hp]
520,2164,2020-12-23,2,order,2,6af0a70aca335616c2c75e4bf7fd33b4,218.0,Зерноуборочный комбайн John Deere S680 [507hp] (Combine rotary; Class IX),John Deere,HARV,Зерноуборочные комбайны,HARV-S680 [507hp]
521,2160,2020-12-23,7,order,7,e047a2373798f7775733de3f7252508d,160.0,Трактор John Deere 9510R [510hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9510R [510hp]
522,357,2020-12-23,0,empty,0,,,,,,,
523,358,2020-12-24,0,empty,0,,,,,,,
524,359,2020-12-25,0,empty,0,,,,,,,
525,360,2020-12-26,0,empty,0,,,,,,,
526,361,2020-12-27,0,empty,0,,,,,,,
527,362,2020-12-28,0,empty,0,,,,,,,
528,363,2020-12-29,0,empty,0,,,,,,,
529,2165,2020-12-30,3,order,3,0608a8b2cc1ffd0ba6f61cb904c74e00,98.0,Борона KUHN TDH 8210-19,KUHN,TL,Прицепное оборудование,TL-TDH 8210-19
530,2166,2020-12-30,7,order,7,3ea579d013f63afc1b0cc288a19aa31c,222.0,Зерноуборочный комбайн John Deere S780 [480hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-S780 [480hp]
531,364,2020-12-30,0,empty,0,,,,,,,
532,2167,2020-12-30,9,order,9,a1a8e41b4890d65ca7cfbc9a3b0fbeba,174.0,Трактор John Deere 6130D [130hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6130D [130hp]
533,365,2020-12-31,0,empty,0,,,,,,,
534,366,2021-01-01,0,empty,0,,,,,,,
535,367,2021-01-02,0,empty,0,,,,,,,
536,368,2021-01-03,0,empty,0,,,,,,,
537,369,2021-01-04,0,empty,0,,,,,,,
538,370,2021-01-05,0,empty,0,,,,,,,
539,371,2021-01-06,0,empty,0,,,,,,,
540,2168,2021-01-06,2,order,2,29a234c4f8f8126a36ce618075cef147,139.0,Пресс-подборщик KUHN 	VB 2285,KUHN,TL,Прицепное оборудование,TL-	VB 2285
541,2169,2021-01-06,5,order,5,c4e0ec4cc2b126845374c3917fea758e,112.0,Культиватор KUHN PERFORMER 5000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 5000
542,372,2021-01-07,0,empty,0,,,,,,,
543,373,2021-01-08,0,empty,0,,,,,,,
544,374,2021-01-09,0,empty,0,,,,,,,
545,375,2021-01-10,0,empty,0,,,,,,,
546,376,2021-01-11,0,empty,0,,,,,,,
547,377,2021-01-12,0,empty,0,,,,,,,
548,2171,2021-01-13,5,order,5,6787bb31b603d54796a67cce02a3bb4e,143.0,Разбрасыватель KUHN 8114,KUHN,TL,Прицепное оборудование,TL-8114
549,2170,2021-01-13,9,order,9,e6d0c73095c425c34655e701c056688b,32.0,Косилки-плющилки John Deere 956,John Deere,TL,Прицепное оборудование,TL-956
550,378,2021-01-13,0,empty,0,,,,,,,
551,379,2021-01-14,0,empty,0,,,,,,,
552,380,2021-01-15,0,empty,0,,,,,,,
553,381,2021-01-16,0,empty,0,,,,,,,
554,382,2021-01-17,0,empty,0,,,,,,,
555,383,2021-01-18,0,empty,0,,,,,,,
556,384,2021-01-19,0,empty,0,,,,,,,
557,2172,2021-01-20,8,order,8,abed2894cdb90f01cde0dd06a1fdca18,167.0,Трактор John Deere 7930 [220hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7930 [220hp]
558,385,2021-01-20,0,empty,0,,,,,,,
559,386,2021-01-21,0,empty,0,,,,,,,
560,387,2021-01-22,0,empty,0,,,,,,,
561,388,2021-01-23,0,empty,0,,,,,,,
562,389,2021-01-24,0,empty,0,,,,,,,
563,390,2021-01-25,0,empty,0,,,,,,,
564,391,2021-01-26,0,empty,0,,,,,,,
565,2173,2021-01-27,8,order,8,956574fe050bf25594054b438deb347a,222.0,Зерноуборочный комбайн John Deere S780 [480hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-S780 [480hp]
566,2176,2021-01-27,8,order,8,2e0965329ceac4f0a5fcf19e0afd4d13,22.0,Пресс-подборщик John Deere L624,John Deere,TL,Прицепное оборудование,TL-L624
567,2175,2021-01-27,8,order,8,11f93bc6f3cb66c7234fedd5dfafabeb,108.0,Культиватор KUHN 	DMR 4855-13,KUHN,TL,Прицепное оборудование,TL-	DMR 4855-13
568,392,2021-01-27,0,empty,0,,,,,,,
569,2174,2021-01-27,4,order,4,29ed96c06c336af645ca0b7e3494db09,181.0,Трактор John Deere 6195M [195hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6195M [195hp]
570,393,2021-01-28,0,empty,0,,,,,,,
571,394,2021-01-29,0,empty,0,,,,,,,
572,395,2021-01-30,0,empty,0,,,,,,,
573,396,2021-01-31,0,empty,0,,,,,,,
574,397,2021-02-01,0,empty,0,,,,,,,
575,398,2021-02-02,0,empty,0,,,,,,,
576,399,2021-02-03,0,empty,0,,,,,,,
577,2177,2021-02-03,1,order,1,7962da414a0bd268f9ace24db751155a,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см)
578,2178,2021-02-03,10,order,10,7281b5b17e110b4d57bab4b967360dc8,229.0,Зерноуборочный комбайн John Deere W330 [204hp] (Combine walker; Class I-IV),John Deere,HARV,Зерноуборочные комбайны,HARV-W330 [204hp]
579,400,2021-02-04,0,empty,0,,,,,,,
580,401,2021-02-05,0,empty,0,,,,,,,
581,402,2021-02-06,0,empty,0,,,,,,,
582,403,2021-02-07,0,empty,0,,,,,,,
583,404,2021-02-08,0,empty,0,,,,,,,
584,405,2021-02-09,0,empty,0,,,,,,,
585,2179,2021-02-10,7,order,7,d4bc3855b036436d187dd0f0802cabb1,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430
586,2180,2021-02-10,3,order,3,540210849e7ccb7e5ab4fae8cece4a4b,30.0,Косилки-плющилки John Deere 830,John Deere,TL,Прицепное оборудование,TL-830
587,406,2021-02-10,0,empty,0,,,,,,,
588,407,2021-02-11,0,empty,0,,,,,,,
589,408,2021-02-12,0,empty,0,,,,,,,
590,409,2021-02-13,0,empty,0,,,,,,,
591,410,2021-02-14,0,empty,0,,,,,,,
592,411,2021-02-15,0,empty,0,,,,,,,
593,412,2021-02-16,0,empty,0,,,,,,,
594,2182,2021-02-17,6,order,6,502b3c0d0ff5f4cc1c9d07458af79916,94.0,погрузчик JCB JCB 526-56 AGRI,JCB,LDR,Погрузчики,LDR-JCB 526-56 AGRI
