,index,date,qty,action_type,order_balance,order_id,product_id,product_name,manufacturer,product_group_code,product_group_name,model_name,stock_balance
547,279,2020-10-06,0,empty,0.0,,,,,,,,
548,2244,2020-10-07,-2,stockout,,5ed58ba8ce9b5371ce47ab366f004fcb,214.0,Зерноуборочный комбайн John Deere 9870 STS [440hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-9870 STS [440hp],0.0
549,280,2020-10-07,0,empty,0.0,,,,,,,,
550,2071,2020-10-07,-1,stockout,,1c4c277697ff8746c063d7230c080fef,174.0,Трактор John Deere 6130D [130hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6130D [130hp],0.0
551,2335,2020-10-07,1,stockin,,5f159a732eeb1fcb956aa81847f759c0,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
552,2337,2020-10-07,1,stockin,,298187804087722a119d4df839cc2cd2,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124,1.0
553,2238,2020-10-07,-1,stockout,,68c27831864450ccf32fac3bae0d7af4,41.0,Фронтальные навесные погрузчики John Deere 663R,John Deere,TL,Прицепное оборудование,TL-663R,0.0
554,281,2020-10-08,0,empty,0.0,,,,,,,,
555,2240,2020-10-08,-1,stockout,,f4085c0967c49f71fcb7e7ba002c364e,48.0,Пневматическая сеялка John Deere N500F ,John Deere,TL,Прицепное оборудование,TL-N500F ,0.0
556,2339,2020-10-09,1,stockin,,a5bd447c0e76c19bba74ee559c617fa1,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G,1.0
557,2129,2020-10-09,-1,stockout,,9a39b6279d4ffdc3ca854c533c8f36d3,158.0,Трактор John Deere 9460R [460hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9460R [460hp],0.0
558,282,2020-10-09,0,empty,0.0,,,,,,,,
559,2246,2020-10-10,-1,stockout,,025a481dbc657b51a1a6d1d838c83184,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135,0.0
560,283,2020-10-10,0,empty,0.0,,,,,,,,
561,2341,2020-10-11,1,stockin,,700d5c7bf7396b51cc68ce7276db2ddb,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
562,284,2020-10-11,0,empty,0.0,,,,,,,,
563,2343,2020-10-12,1,stockin,,b04838a224adf918276df75ffab64fda,175.0,Трактор John Deere 6135B [135hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6135B [135hp],1.0
564,285,2020-10-12,0,empty,0.0,,,,,,,,
565,2250,2020-10-12,-3,stockout,,f4d4e2fec5a6bebc4d49d3ccb11a6b45,25.0,Пресс-подборщик John Deere S160,John Deere,TL,Прицепное оборудование,TL-S160,0.0
566,2137,2020-10-13,-2,stockout,,94465f690a8e74ab96b1e9df6626b262,228.0,Зерноуборочный комбайн John Deere T670 [397hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T670 [397hp],0.0
567,286,2020-10-13,0,empty,0.0,,,,,,,,
568,2345,2020-10-14,2,stockin,,0df982cd91dae42a9b6535812b6916fe,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135,2.0
569,287,2020-10-14,0,empty,0.0,,,,,,,,
570,2349,2020-10-15,3,stockin,,a3776d6e0b676f9f08a4300455937984,13.0,Прицепные опрыскиватели John Deere M952,John Deere,SPR,Опрыскиватели,SPR-M952,3.0
571,288,2020-10-15,0,empty,0.0,,,,,,,,
572,2347,2020-10-15,1,stockin,,a852f4463d02655b958d8e6a014bae1e,79.0,Разбрасыватель удобрений John Deere DN218,John Deere,TL,Прицепное оборудование,TL-DN218,1.0
573,2149,2020-10-15,-2,stockout,,aad38866b75241e01a529dde2e80727b,78.0,Почвообрабатывающая техника John Deere 2633VT,John Deere,TL,Прицепное оборудование,TL-2633VT,0.0
574,2248,2020-10-16,-1,stockout,,5a08dd990d1db1e8503dbca549df9c20,1.0,Самоходный опрыскиватель John Deere R4038,John Deere,SPR,Опрыскиватели,SPR-R4038,0.0
575,289,2020-10-16,0,empty,0.0,,,,,,,,
576,2352,2020-10-16,1,stockin,,9c826173b4c9524a6ab006ebfb492aeb,88.0,ГУСЕНИЧНЫЙ МИНИ-ПОГРУЗЧИК JCB 300T,JCB,TR,Тракторы,TR-300T,1.0
577,290,2020-10-17,0,empty,0.0,,,,,,,,
578,2354,2020-10-17,1,stockin,,a2ec2c9a74c0f0118545600cce4a8872,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28,1.0
579,2356,2020-10-17,4,stockin,,83c89defff5b7fe524fd47800b95bada,83.0,Разбрасыватель удобрений John Deere DN456,John Deere,TL,Прицепное оборудование,TL-DN456,4.0
580,2358,2020-10-18,3,stockin,,9072c9fb55c16bae2ea312d3d09f9bd3,15.0,Пресс-подборщик John Deere 560M,John Deere,TL,Прицепное оборудование,TL-560M,3.0
581,2360,2020-10-18,1,stockin,,76baef32c65a2d2a88073317807f5c3d,100.0,Борона KUHN TDH 8210-25,KUHN,TL,Прицепное оборудование,TL-TDH 8210-25,1.0
582,291,2020-10-18,0,empty,0.0,,,,,,,,
583,2362,2020-10-18,2,stockin,,1f89bcfe53e3612f16669ea706fb8298,201.0,Трактор John Deere 8345RT [345hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8345RT [345hp],2.0
584,292,2020-10-19,0,empty,0.0,,,,,,,,
585,2366,2020-10-19,1,stockin,,2f70b1a0762507a4302ba653d669808e,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635,1.0
586,2364,2020-10-19,1,stockin,,cdb02f70273ec574638f9f8a8ca34f62,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F,1.0
587,293,2020-10-20,0,empty,0.0,,,,,,,,
588,2368,2020-10-20,1,stockin,,9a3526c8dd911308a488294ae9f3e470,100.0,Борона KUHN TDH 8210-25,KUHN,TL,Прицепное оборудование,TL-TDH 8210-25,1.0
589,294,2020-10-21,0,empty,0.0,,,,,,,,
590,2260,2020-10-21,-1,stockout,,b04838a224adf918276df75ffab64fda,175.0,Трактор John Deere 6135B [135hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6135B [135hp],1.0
591,2252,2020-10-21,-1,stockout,,5b5d97b59da1cabea12aab3195585619,190.0,Трактор John Deere 8310R [310hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8310R [310hp],0.0
592,2258,2020-10-22,-1,stockout,,9ab0608145d64cd70ace5c258224f9e3,231.0,Зерноуборочный комбайн John Deere W650 [320hp] (Combine walker; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-W650 [320hp],0.0
593,295,2020-10-22,0,empty,0.0,,,,,,,,
594,2256,2020-10-23,-1,stockout,,03928a46e9c396ea0729e9de534cc1f7,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040,0.0
595,2254,2020-10-23,-1,stockout,,bbb74eabbc407f2c79e0b40d9894dbf8,111.0,Культиватор KUHN 	PERFORMER 4000,KUHN,TL,Прицепное оборудование,TL-	PERFORMER 4000,0.0
596,2267,2020-10-23,-2,stockout,,1f5c6bbdbb74fef54a1b9df4256c519b,227.0,Зерноуборочный комбайн John Deere T660 [339hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T660 [339hp],0.0
597,296,2020-10-23,0,empty,0.0,,,,,,,,
598,2263,2020-10-23,-1,stockout,,4bf1420d90cf619df2fecc7b806a3113,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755,0.0
599,297,2020-10-24,0,empty,0.0,,,,,,,,
600,2269,2020-10-24,-1,stockout,,c6c84b377f4e5645c53a33dc927dba8c,137.0,Пресс-подборщик KUHN VB 2260,KUHN,TL,Прицепное оборудование,TL-VB 2260,0.0
601,2265,2020-10-24,-1,stockout,,3f4a16a47e9a4569e72827ebc25622a3,142.0,Разбрасыватель KUHN 8110,KUHN,TL,Прицепное оборудование,TL-8110,0.0
602,298,2020-10-25,0,empty,0.0,,,,,,,,
603,2370,2020-10-25,1,stockin,,b31110aaceb95dae0430b9adfa89309e,187.0,Трактор John Deere 8270R [270hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8270R [270hp],1.0
604,2372,2020-10-25,1,stockin,,272974433779aee6a52db5f6d49a6263,171.0,Трактор John Deere 6105M [105hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6105M [105hp],1.0
605,2271,2020-10-26,-1,stockout,,9ab0608145d64cd70ace5c258224f9e3,231.0,Зерноуборочный комбайн John Deere W650 [320hp] (Combine walker; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-W650 [320hp],1.0
606,2374,2020-10-26,1,stockin,,10cfa0aec2075310c66885f693426cd5,8.0,Самоходный опрыскиватель John Deere R4150i,John Deere,SPR,Опрыскиватели,SPR-R4150i,1.0
607,299,2020-10-26,0,empty,0.0,,,,,,,,
608,300,2020-10-27,0,empty,0.0,,,,,,,,
609,2380,2020-10-27,3,stockin,,a83edccbc44a8cb669aea31c9591d837,116.0,Рыхлитель KUHN RPR 4830-930,KUHN,TL,Прицепное оборудование,TL-RPR 4830-930,3.0
610,2376,2020-10-27,1,stockin,,370d582f973deff6e67529fbb4e97ef7,89.0,Трактор JCB Fastrac 8290,JCB,TR,Тракторы,TR-Fastrac 8290,1.0
611,2378,2020-10-27,1,stockin,,36a6b897b15352b06d0b1447d546f249,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28,1.0
612,301,2020-10-28,0,empty,0.0,,,,,,,,
613,2384,2020-10-28,1,stockin,,1f89bcfe53e3612f16669ea706fb8298,201.0,Трактор John Deere 8345RT [345hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8345RT [345hp],1.0
614,302,2020-10-29,0,empty,0.0,,,,,,,,
615,2274,2020-10-29,-1,stockout,,90dc513cae7671469888ae36e0f4b6c8,130.0,Косилка-плющилка KUHN 	FC 3161 TL,KUHN,TL,Прицепное оборудование,TL-	FC 3161 TL,0.0
616,2386,2020-10-30,2,stockin,,4b36644b6df066694e0d19cb21d1cfce,91.0,погрузчик JCB JCB 155,JCB,LDR,Погрузчики,LDR-JCB 155,2.0
617,303,2020-10-30,0,empty,0.0,,,,,,,,
618,304,2020-10-31,0,empty,0.0,,,,,,,,
619,2278,2020-10-31,-1,stockout,,272974433779aee6a52db5f6d49a6263,171.0,Трактор John Deere 6105M [105hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6105M [105hp],0.0
620,2282,2020-11-01,-1,stockout,,7ccfb723f34b0f838f0c7f5f9f13b89e,213.0,Зерноуборочный комбайн John Deere 9670 STS [305hp] (Combine rotary; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-9670 STS [305hp],0.0
621,305,2020-11-01,0,empty,0.0,,,,,,,,
622,2388,2020-11-01,1,stockin,,5f159a732eeb1fcb956aa81847f759c0,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
623,2276,2020-11-02,-1,stockout,,03928a46e9c396ea0729e9de534cc1f7,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040,0.0
624,306,2020-11-02,0,empty,0.0,,,,,,,,
625,2390,2020-11-02,1,stockin,,c2bcd6560bb5c8de1794ce84783086c9,164.0,Трактор John Deere 9560T [560hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9560T [560hp],1.0
626,2280,2020-11-03,-1,stockout,,43c80f62a2d01ae1f46333508e372439,88.0,ГУСЕНИЧНЫЙ МИНИ-ПОГРУЗЧИК JCB 300T,JCB,TR,Тракторы,TR-300T,0.0
627,2172,2020-11-03,-1,stockout,,d34efe88585b7e27401e60c7dfe31671,132.0,Пресс-подборщик KUHN 	FB 119,KUHN,TL,Прицепное оборудование,TL-	FB 119,1.0
628,307,2020-11-03,0,empty,0.0,,,,,,,,
629,308,2020-11-04,0,empty,0.0,,,,,,,,
630,2392,2020-11-04,1,stockin,,e2476ca7945a9f2a153d07ca061c6225,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500,1.0
631,2394,2020-11-05,2,stockin,,298187804087722a119d4df839cc2cd2,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124,2.0
632,309,2020-11-05,0,empty,0.0,,,,,,,,
633,2403,2020-11-06,1,stockin,,53e7339320a765875cd8357c77b67497,138.0,Пресс-подборщик KUHN VB 2265,KUHN,TL,Прицепное оборудование,TL-VB 2265,1.0
634,2401,2020-11-06,1,stockin,,77d7790813ec583a66a7e76d18f444f5,172.0,Трактор John Deere 6110B [110hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6110B [110hp],1.0
635,2397,2020-11-06,3,stockin,,9c826173b4c9524a6ab006ebfb492aeb,88.0,ГУСЕНИЧНЫЙ МИНИ-ПОГРУЗЧИК JCB 300T,JCB,TR,Тракторы,TR-300T,3.0
636,310,2020-11-06,0,empty,0.0,,,,,,,,
637,2288,2020-11-06,-2,stockout,,2441c0cb662dbbcfae89d9f0fb809a32,78.0,Почвообрабатывающая техника John Deere 2633VT,John Deere,TL,Прицепное оборудование,TL-2633VT,0.0
638,2407,2020-11-07,3,stockin,,63212c6752fe22cd80c59b6f67a801d1,157.0,Трактор John Deere 9430 [439hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9430 [439hp],3.0
639,311,2020-11-07,0,empty,0.0,,,,,,,,
640,2405,2020-11-07,1,stockin,,aaf29806bff5a3ebb828d1f01547a515,43.0,Фронтальные навесные погрузчики John Deere 563,John Deere,TL,Прицепное оборудование,TL-563,1.0
641,2413,2020-11-08,1,stockin,,0df982cd91dae42a9b6535812b6916fe,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135,1.0
642,2411,2020-11-08,1,stockin,,272974433779aee6a52db5f6d49a6263,171.0,Трактор John Deere 6105M [105hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6105M [105hp],1.0
643,312,2020-11-08,0,empty,0.0,,,,,,,,
644,313,2020-11-09,0,empty,0.0,,,,,,,,
645,2417,2020-11-10,1,stockin,,a31eafe251ab31c0b95bd5352124da75,186.0,Трактор John Deere 8245R [245hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-8245R [245hp],1.0
646,2415,2020-11-10,1,stockin,,20de4e759c16652ffb68758b2768ec76,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755,1.0
647,2184,2020-11-10,-1,stockout,,978011995f0f4c5023f34dc3dff369d2,35.0,Косилки-плющилки John Deere R990R,John Deere,TL,Прицепное оборудование,TL-R990R,0.0
648,314,2020-11-10,0,empty,0.0,,,,,,,,
649,315,2020-11-11,0,empty,0.0,,,,,,,,
650,2297,2020-11-11,-1,stockout,,700d5c7bf7396b51cc68ce7276db2ddb,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
651,316,2020-11-12,0,empty,0.0,,,,,,,,
652,2290,2020-11-12,-1,stockout,,d3619b6f85c171aab785657e3cba84ca,38.0,Фронтальные навесные погрузчики John Deere H480,John Deere,TL,Прицепное оборудование,TL-H480,0.0
653,2286,2020-11-12,-1,stockout,,aabc1f1073210b0822a8ff6a071614a8,118.0,Опрыскиватель KUHN LEXIS 2400-3000 L,KUHN,SPR,Опрыскиватели,SPR-LEXIS 2400-3000 L,0.0
654,2284,2020-11-12,-2,stockout,,4361bc3d27dcea5705659f9501c85569,136.0,Пресс-подборщик KUHN VB 2255,KUHN,TL,Прицепное оборудование,TL-VB 2255,0.0
655,2193,2020-11-12,-1,stockout,,606f16dbc631fb87100be05cac9c59d7,227.0,Зерноуборочный комбайн John Deere T660 [339hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T660 [339hp],2.0
656,2419,2020-11-12,1,stockin,,cdb02f70273ec574638f9f8a8ca34f62,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F,1.0
657,2421,2020-11-12,4,stockin,,e661af06eb4e42d9e3f8ec7e7749c59b,7.0,Самоходный опрыскиватель John Deere R4140i,John Deere,SPR,Опрыскиватели,SPR-R4140i,4.0
658,317,2020-11-13,0,empty,0.0,,,,,,,,
659,2424,2020-11-13,3,stockin,,80631561053433d4c4b436979dede182,71.0,Почвообрабатывающая техника John Deere 2730,John Deere,TL,Прицепное оборудование,TL-2730,3.0
660,318,2020-11-14,0,empty,0.0,,,,,,,,
661,2303,2020-11-14,-1,stockout,,710e3b37e9379d9e32c734717c751c41,38.0,Фронтальные навесные погрузчики John Deere H480,John Deere,TL,Прицепное оборудование,TL-H480,0.0
662,319,2020-11-15,0,empty,0.0,,,,,,,,
663,2426,2020-11-15,1,stockin,,cc2130284b2b163a3071ed6cabe4a760,159.0,Трактор John Deere 9470R [470hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9470R [470hp],1.0
664,2292,2020-11-16,-2,stockout,,a852f4463d02655b958d8e6a014bae1e,79.0,Разбрасыватель удобрений John Deere DN218,John Deere,TL,Прицепное оборудование,TL-DN218,1.0
665,320,2020-11-16,0,empty,0.0,,,,,,,,
666,2308,2020-11-16,-1,stockout,,8c1caec5797e3e36e681cd62e7545be9,150.0,Разбрасыватель KUHN 	PS 160,KUHN,TL,Прицепное оборудование,TL-	PS 160,0.0
667,321,2020-11-17,0,empty,0.0,,,,,,,,
668,322,2020-11-18,0,empty,0.0,,,,,,,,
669,2199,2020-11-18,-1,stockout,,673d82f0d7eb21a5fbc5b92312200c27,79.0,Разбрасыватель удобрений John Deere DN218,John Deere,TL,Прицепное оборудование,TL-DN218,0.0
670,2428,2020-11-19,3,stockin,,34d03a401044727c40695bdf25f00773,204.0,Трактор John Deere 9460RT [460hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9460RT [460hp],3.0
671,323,2020-11-19,0,empty,0.0,,,,,,,,
672,2316,2020-11-19,-1,stockout,,b04838a224adf918276df75ffab64fda,175.0,Трактор John Deere 6135B [135hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6135B [135hp],0.0
673,2305,2020-11-20,-1,stockout,,c2bcd6560bb5c8de1794ce84783086c9,164.0,Трактор John Deere 9560T [560hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9560T [560hp],1.0
674,2295,2020-11-20,-1,stockout,,f4d4e2fec5a6bebc4d49d3ccb11a6b45,25.0,Пресс-подборщик John Deere S160,John Deere,TL,Прицепное оборудование,TL-S160,0.0
675,2431,2020-11-20,1,stockin,,4210e784d12b467e42c24a7b99538e0b,157.0,Трактор John Deere 9430 [439hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9430 [439hp],1.0
676,324,2020-11-20,0,empty,0.0,,,,,,,,
677,2312,2020-11-21,-1,stockout,,8ac5da025dd8ce7c0e17e9d17ebdd8c2,103.0,Борона KUHN TDH 8210-34,KUHN,TL,Прицепное оборудование,TL-TDH 8210-34,3.0
678,325,2020-11-21,0,empty,0.0,,,,,,,,
679,2202,2020-11-21,-1,stockout,,832ed921e48705246686c545b723b94f,75.0,Почвообрабатывающая техника John Deere 2330,John Deere,TL,Прицепное оборудование,TL-2330,2.0
680,2433,2020-11-22,1,stockin,,5f159a732eeb1fcb956aa81847f759c0,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
681,2300,2020-11-22,-1,stockout,,6300ed331c86307ce5bf2a264011f8c5,186.0,Трактор John Deere 8245R [245hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-8245R [245hp],2.0
682,326,2020-11-22,0,empty,0.0,,,,,,,,
683,2218,2020-11-22,-1,stockout,,5b9b7324b112190c0bab153ed524260e,137.0,Пресс-подборщик KUHN VB 2260,KUHN,TL,Прицепное оборудование,TL-VB 2260,0.0
684,2211,2020-11-23,-1,stockout,,aabc1f1073210b0822a8ff6a071614a8,118.0,Опрыскиватель KUHN LEXIS 2400-3000 L,KUHN,SPR,Опрыскиватели,SPR-LEXIS 2400-3000 L,0.0
685,327,2020-11-23,0,empty,0.0,,,,,,,,
686,2310,2020-11-23,-3,stockout,,a2ec2c9a74c0f0118545600cce4a8872,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28,0.0
687,2435,2020-11-24,1,stockin,,a5bd447c0e76c19bba74ee559c617fa1,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G,1.0
688,328,2020-11-24,0,empty,0.0,,,,,,,,
689,2439,2020-11-25,3,stockin,,3878f50c7e20babb95cd8008af0a56f5,11.0,Прицепные опрыскиватели John Deere M740,John Deere,SPR,Опрыскиватели,SPR-M740,3.0
690,2437,2020-11-25,1,stockin,,10cfa0aec2075310c66885f693426cd5,8.0,Самоходный опрыскиватель John Deere R4150i,John Deere,SPR,Опрыскиватели,SPR-R4150i,1.0
691,329,2020-11-25,0,empty,0.0,,,,,,,,
692,330,2020-11-26,0,empty,0.0,,,,,,,,
693,2445,2020-11-26,3,stockin,,370d582f973deff6e67529fbb4e97ef7,89.0,Трактор JCB Fastrac 8290,JCB,TR,Тракторы,TR-Fastrac 8290,3.0
694,2448,2020-11-26,2,stockin,,a77f62846739a458ee445b771a7394a5,69.0,Почвообрабатывающая техника John Deere 2635,John Deere,TL,Прицепное оборудование,TL-2635,2.0
695,2443,2020-11-26,1,stockin,,4bf1420d90cf619df2fecc7b806a3113,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755,1.0
696,2318,2020-11-26,-2,stockout,,2f70b1a0762507a4302ba653d669808e,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635,0.0
697,331,2020-11-27,0,empty,0.0,,,,,,,,
698,332,2020-11-28,0,empty,0.0,,,,,,,,
699,2322,2020-11-28,-1,stockout,,ff2aed4d1fb6b712326cd6015231adf1,186.0,Трактор John Deere 8245R [245hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-8245R [245hp],0.0
700,2450,2020-11-28,4,stockin,,d6f7331928c20d65882e9e4f6024bb3e,144.0,Разбрасыватель KUHN 8118,KUHN,TL,Прицепное оборудование,TL-8118,4.0
701,2320,2020-11-28,-3,stockout,,e9b85f57442e07a147fdfa7bc993c2bf,195.0,Трактор John Deere 8370R [370hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8370R [370hp],0.0
702,333,2020-11-29,0,empty,0.0,,,,,,,,
703,2324,2020-11-30,-3,stockout,,45345789a3970b0fe3401b41a42e9560,103.0,Борона KUHN TDH 8210-34,KUHN,TL,Прицепное оборудование,TL-TDH 8210-34,0.0
704,334,2020-11-30,0,empty,0.0,,,,,,,,
705,2454,2020-11-30,3,stockin,,37ee4deff084315f628e75ef642e4567,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500,3.0
706,335,2020-12-01,0,empty,0.0,,,,,,,,
707,336,2020-12-02,0,empty,0.0,,,,,,,,
708,2457,2020-12-03,1,stockin,,63212c6752fe22cd80c59b6f67a801d1,157.0,Трактор John Deere 9430 [439hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9430 [439hp],1.0
709,337,2020-12-03,0,empty,0.0,,,,,,,,
710,338,2020-12-04,0,empty,0.0,,,,,,,,
711,2330,2020-12-04,-2,stockout,,10cfa0aec2075310c66885f693426cd5,8.0,Самоходный опрыскиватель John Deere R4150i,John Deere,SPR,Опрыскиватели,SPR-R4150i,0.0
712,339,2020-12-05,0,empty,0.0,,,,,,,,
713,340,2020-12-06,0,empty,0.0,,,,,,,,
714,2326,2020-12-06,-1,stockout,,83c30eb223eb406611b086fb2549bd85,141.0,Пресс-подборщик KUHN 	VB 2295,KUHN,TL,Прицепное оборудование,TL-	VB 2295,0.0
715,341,2020-12-07,0,empty,0.0,,,,,,,,
716,2459,2020-12-07,3,stockin,,6486a4655e7f0cd56fcfc1efd11783a1,113.0,Культиватор KUHN PERFORMER 6000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 6000,3.0
717,2332,2020-12-07,-2,stockout,,e2476ca7945a9f2a153d07ca061c6225,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500,0.0
718,2461,2020-12-08,1,stockin,,b31110aaceb95dae0430b9adfa89309e,187.0,Трактор John Deere 8270R [270hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8270R [270hp],1.0
719,342,2020-12-08,0,empty,0.0,,,,,,,,
720,2334,2020-12-08,-1,stockout,,4bf1420d90cf619df2fecc7b806a3113,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755,0.0
721,343,2020-12-09,0,empty,0.0,,,,,,,,
722,2336,2020-12-09,-1,stockout,,5f159a732eeb1fcb956aa81847f759c0,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,0.0
723,344,2020-12-10,0,empty,0.0,,,,,,,,
724,2463,2020-12-10,1,stockin,,700d5c7bf7396b51cc68ce7276db2ddb,23.0,Пресс-подборщик John Deere L633,John Deere,TL,Прицепное оборудование,TL-L633,1.0
725,2465,2020-12-11,1,stockin,,915a8e8c4724cfe1458c142cf0402b04,90.0,Трактор JCB Fastrac 8330,JCB,TR,Тракторы,TR-Fastrac 8330,1.0
726,2328,2020-12-11,-1,stockout,,76baef32c65a2d2a88073317807f5c3d,100.0,Борона KUHN TDH 8210-25,KUHN,TL,Прицепное оборудование,TL-TDH 8210-25,0.0
727,345,2020-12-11,0,empty,0.0,,,,,,,,
728,2338,2020-12-12,-1,stockout,,298187804087722a119d4df839cc2cd2,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124,0.0
729,346,2020-12-12,0,empty,0.0,,,,,,,,
730,2467,2020-12-12,1,stockin,,37ee4deff084315f628e75ef642e4567,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500,1.0
731,2340,2020-12-13,-1,stockout,,a5bd447c0e76c19bba74ee559c617fa1,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G,0.0
732,347,2020-12-13,0,empty,0.0,,,,,,,,
733,2469,2020-12-13,2,stockin,,415dae6128d77eacd3045f3c872e61ee,107.0,Культиватор KUHN 	DMR 4855-11,KUHN,TL,Прицепное оборудование,TL-	DMR 4855-11,2.0
734,348,2020-12-14,0,empty,0.0,,,,,,,,
735,349,2020-12-15,0,empty,0.0,,,,,,,,
736,350,2020-12-16,0,empty,0.0,,,,,,,,
737,2346,2020-12-16,-2,stockout,,0df982cd91dae42a9b6535812b6916fe,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135,0.0
738,2357,2020-12-17,-4,stockout,,83c89defff5b7fe524fd47800b95bada,83.0,Разбрасыватель удобрений John Deere DN456,John Deere,TL,Прицепное оборудование,TL-DN456,0.0
739,351,2020-12-17,0,empty,0.0,,,,,,,,
740,2367,2020-12-18,-1,stockout,,2f70b1a0762507a4302ba653d669808e,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635,0.0
